contractId	target	kind	evidenceId	testClass	testName
APK-005	jvm	scenario	appkit-input-native-key-pointer	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	nativeInputObserverRevocationStopsKeyboardAndPointerCallbacksWhileTheManagedViewRemainsAliveOnMacOs[jvm]
APK-005	jvm	scenario	appkit-input-native-scroll	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publishedKffiScrollPostingAcceptsDiscreteAndPreciseCoreGraphicsEventsOnMacOs[jvm]
APK-005	jvm	scenario	appkit-input-terminal	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	nativeContentViewRevokesPublishedKffiKeyboardRouteBeforePeerCloseReleasesTheViewOnMacOs[jvm]
APK-005	jvm	scenario	appkit-input-manual-harness	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	phase4InputHarnessWritesAnHonestNoninteractiveRecordOnMacOs[jvm]
APK-005	jvm	sentinel	appkit-input-focus-not-acquired	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	nativeContentViewBecomesFirstResponderAndRoutesPublishedKeyboardObservationsOnMacOs[jvm]
APK-005	jvm	sentinel	appkit-input-event-before-state	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	realKffiStandaloneLoopStartsAndStopsOnMacOs
APK-005	jvm	sentinel	appkit-input-stuck-state	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	realKffiStandaloneLoopStartsAndStopsOnMacOs
APK-005	jvm	sentinel	appkit-input-scroll-boundary-loss	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publishedKffiScrollPostingAcceptsDiscreteAndPreciseCoreGraphicsEventsOnMacOs[jvm]
APK-005	jvm	sentinel	appkit-input-late-callback	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	nativeContentViewRevokesPublishedKffiKeyboardRouteBeforePeerCloseReleasesTheViewOnMacOs[jvm]
APK-005	jvm	sentinel	appkit-input-cross-surface	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	realKffiStandaloneLoopStartsAndStopsOnMacOs
APK-005	jvm	sentinel	appkit-input-policy-bypass	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowStateCommitsSupportedTransparencyAndLeavesUnsupportedPropertiesUnavailable[jvm]
APK-006	jvm	scenario	appkit-window-geometry-initial-constraints	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowAppliesInitialContentConstraintsAndResizableMaskOnMacOs[jvm]
APK-006	jvm	scenario	appkit-window-geometry-native-update	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowUpdatesContentConstraintsAndRestoresNativeDefaultsOnMacOs[jvm]
APK-006	jvm	scenario	appkit-window-geometry-public-activation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowActivatesTheTenProvenUpdateCapabilitiesOnMacOs[jvm]
APK-006	jvm	scenario	appkit-window-geometry-external-resize	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	nativeExternalResizeUpdatesWindowStateWithNullOperationIdOnMacOs[jvm]
APK-006	jvm	scenario	appkit-window-geometry-policy	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowGeometryEventsFollowSessionPolicyOnMacOs[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-invalid-precommit	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowRejectsInvalidGeometryBeforeNativeCommitOnMacOs[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-cancellation-boundary	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	cancellationWhileOwnerThreadWaitsBeforeFirstGeometrySetterWithdrawsTheUpdate[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-operation-correlation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowApplyUsesGeneratedNativeGeometryAndCorrelatesOperationOnMacOs[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-style-mask-preservation	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowUpdatesContentConstraintsAndRestoresNativeDefaultsOnMacOs[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-clear-constraint	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitClearOfInitialConstraintsRestoresNativeDefaultsAndPublishesNullOnMacOs[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-post-close	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	queuedGeometryUpdateCompletesWhenCloseIsAdmittedBeforeNativeCommit[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-cross-window	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowGeometryDoesNotCrossBetweenTwoWindowsOnMacOs[jvm]
APK-006	jvm	sentinel	appkit-window-geometry-policy-bypass	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowGeometryEventsFollowSessionPolicyOnMacOs[jvm]
APK-007	jvm	scenario	appkit-window-title-public-activation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowActivatesTheTenProvenUpdateCapabilitiesOnMacOs[jvm]
APK-007	jvm	scenario	appkit-window-title-native-update	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowUpdatesTitleAndReturnsTheNativeReadbackOnMacOs[jvm]
APK-007	jvm	scenario	appkit-window-title-combined-update	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowTitleUsesTheGeneratedBindingAndOneCorrelatedUpdateOnMacOs[jvm]
APK-007	jvm	scenario	appkit-window-title-policy	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowTitleUsesTheGeneratedBindingAndOneCorrelatedUpdateOnMacOs[jvm]
APK-007	jvm	sentinel	appkit-window-title-generated-binding	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowUpdatesTitleAndReturnsTheNativeReadbackOnMacOs[jvm]
APK-007	jvm	sentinel	appkit-window-title-cancellation-boundary	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	cancellationWhileOwnerThreadWaitsBeforeFirstTitleSetterWithdrawsTheUpdate[jvm]
APK-007	jvm	sentinel	appkit-window-title-effective-readback	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowTitleUsesTheGeneratedBindingAndOneCorrelatedUpdateOnMacOs[jvm]
APK-007	jvm	sentinel	appkit-window-title-cross-window	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	titleUpdatesRemainPeerLocalAfterTheNativeTitleChanges[jvm]
APK-007	jvm	sentinel	appkit-window-title-policy-bypass	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowTitleUsesTheGeneratedBindingAndOneCorrelatedUpdateOnMacOs[jvm]
APK-008	jvm	scenario	appkit-window-chrome-public-activation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowActivatesTheTenProvenUpdateCapabilitiesOnMacOs[jvm]
APK-008	jvm	scenario	appkit-window-chrome-native-update	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowAppliesAndReadsBackSystemChromeOnMacOs[jvm]
APK-008	jvm	scenario	appkit-window-chrome-combined-update	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowChromeUsesGeneratedBindingsAndOneCorrelatedUpdateOnMacOs[jvm]
APK-008	jvm	scenario	appkit-window-chrome-policy	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowChromeUsesGeneratedBindingsAndOneCorrelatedUpdateOnMacOs[jvm]
APK-008	jvm	scenario	appkit-window-chrome-manual-harness	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	phase5WindowChromeHarnessWritesAnHonestNoninteractiveRecordOnMacOs[jvm]
APK-008	jvm	sentinel	appkit-window-chrome-generated-binding	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowAppliesAndReadsBackSystemChromeOnMacOs[jvm]
APK-008	jvm	sentinel	appkit-window-chrome-cancellation-boundary	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	cancellationBeforeTheFirstChromeSetterLeavesThePeerUntouched[jvm]
APK-008	jvm	sentinel	appkit-window-chrome-effective-readback	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowChromeUsesGeneratedBindingsAndOneCorrelatedUpdateOnMacOs[jvm]
APK-008	jvm	sentinel	appkit-window-chrome-cross-window	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	chromeUpdatesRemainPeerLocalAfterTheNativeStyleChanges[jvm]
APK-008	jvm	sentinel	appkit-window-chrome-policy-bypass	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowChromeUsesGeneratedBindingsAndOneCorrelatedUpdateOnMacOs[jvm]
APK-009	jvm	scenario	appkit-window-level-initial	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	initialSupportedLevelDivergenceRejectsBeforePresentationOrPublicCommit[jvm]
APK-009	jvm	scenario	appkit-window-level-native-update	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowAppliesAndReadsBackWindowLevelsOnMacOs[jvm]
APK-009	jvm	scenario	appkit-window-level-combined-update	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowLevelUsesTheGeneratedBindingAndOneCorrelatedUpdateOnMacOs[jvm]
APK-009	jvm	scenario	appkit-window-level-policy	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowLevelPropertiesFollowTheSuppliedDiscretePolicyOnMacOs[jvm]
APK-009	jvm	sentinel	appkit-window-level-generated-binding	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowAppliesAndReadsBackWindowLevelsOnMacOs[jvm]
APK-009	jvm	sentinel	appkit-window-level-cancellation-boundary	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	cancellationBeforeTheFirstLevelSetterLeavesThePeerUntouched[jvm]
APK-009	jvm	sentinel	appkit-window-level-effective-readback	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	initialUnmappableLevelReadbackRejectsBeforePresentationOrPublicCommit[jvm]
APK-009	jvm	sentinel	appkit-window-level-cross-window	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	levelUpdatesRemainPeerLocalAfterTheNativeLevelChanges[jvm]
APK-009	jvm	sentinel	appkit-window-level-policy-bypass	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowLevelPropertiesFollowTheSuppliedDiscretePolicyOnMacOs[jvm]
APK-010	jvm	scenario	appkit-window-fullscreen-generated-delegate	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiFullscreenSelectorDeliversTerminalCallbacksAndLevelReadbackOnMacOs[jvm]
APK-010	jvm	scenario	appkit-window-fullscreen-public-activation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitFullscreenCompletesWithOneCorrelatedEffectiveStateOnMacOs[jvm]
APK-010	jvm	scenario	appkit-window-fullscreen-version-unavailable	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitFullscreenPreservesBorderlessCapabilityWhenOsVersionIsUnavailable[jvm]
APK-010	jvm	scenario	appkit-window-fullscreen-terminal-callback	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	fullscreenArmedConflictPreservesUnexpectedTransitionWhenLevelRestoreFails[jvm]
APK-010	jvm	scenario	appkit-window-fullscreen-external-transition	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	ordinaryMutationsQueuedBeforeExternalWillWaitForDidEnterBeforeTheirSetters[jvm]
APK-010	jvm	scenario	appkit-window-fullscreen-level-readback	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	externalFullscreenDidRestoreFailurePublishesStateAndOneSemanticDiagnostic[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-kffi-selector	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiFullscreenSelectorDeliversTerminalCallbacksAndLevelReadbackOnMacOs[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-os-version-guard	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	fullscreenAvailabilityUsesNumericMacOsVersionOrdering[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-public-domain	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitFullscreenCompletesWithOneCorrelatedEffectiveStateOnMacOs[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-operation-correlation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitFullscreenCompletesWithOneCorrelatedEffectiveStateOnMacOs[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-initial-borderless	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitRejectsInitialBorderlessFullscreenBeforeCreatingANativePeer[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-unavailable-no-selector	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitFullscreenPreservesBorderlessCapabilityWhenOsVersionIsUnavailable[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-selector-failure	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	fullscreenSelectorThrowBeforeWillFailsWithoutPublishingAFalseState[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-cancellation	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	fullscreenCancellationAfterToggleDetachesOnlyTheWaiterAndStillPublishesDid[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-readback	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	externalFullscreenDidReadbackFailureClosesAndReportsOneSemanticDiagnostic[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-cross-window	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	externalFullscreenCallbacksStayIsolatedToTheirNativePeer[jvm]
APK-010	jvm	sentinel	appkit-window-fullscreen-teardown	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	closingAwaitingLocalFullscreenPurgesOnlyClosingPeersBackendCommands[jvm]
APK-011	jvm	scenario	appkit-window-appearance-public-activation	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowStateCommitsSupportedTransparencyAndLeavesUnsupportedPropertiesUnavailable[jvm]
APK-011	jvm	scenario	appkit-window-appearance-native-update	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	generatedKffiWindowAppliesAndReadsBackTransparencyOnMacOs[jvm]
APK-011	jvm	scenario	appkit-window-appearance-initial-readback	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	supportedInitialAppearanceReachesTheNativeTargetAndCommitsTheNativeReadback[jvm]
APK-011	jvm	scenario	appkit-window-attention-standalone	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	standaloneAttentionRunsAndReleasesOnTheAppKitOwnerThread[jvm]
APK-011	jvm	scenario	appkit-window-attention-embedded-opt-in	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	embeddedAttentionOptInRoutesTheStandardDomainThroughTheNativeBroker[jvm]
APK-011	jvm	sentinel	appkit-window-appearance-divergent-initial	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	divergentInitialTransparencyReadbackRejectsBeforePresentationOrPublicCommit[jvm]
APK-011	jvm	sentinel	appkit-window-content-protection-unsupported	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	publicAppKitWindowStateCommitsSupportedTransparencyAndLeavesUnsupportedPropertiesUnavailable[jvm]
APK-011	jvm	sentinel	appkit-window-attention-embedded-default	org.graphiks.kadre.internal.appkit.AppKitBackendProviderTest	embeddedAttentionIsUnsupportedByDefaultWithoutTouchingTheNativeBroker[jvm]
APK-012	jvm	scenario	appkit-window-move-pointer-down	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	pointerDownDispatchesTheAppKitMoveInteractionBeforeOneOrdinaryInput[jvm]
APK-012	jvm	scenario	appkit-window-move-kffi-callback	org.graphiks.kadre.internal.appkit.KffiAppKitWindowPortMacOsTest	pressedPointerKeepsTheGeneratedDragBindingConfinedToItsNativeCallbackOnMacOs[jvm]
APK-012	jvm	sentinel	appkit-window-move-fallback	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	pointerDownFallbacksDeliverExactlyOneOrdinaryInputAndOnlyMoveCanCallNative[jvm]
APK-012	jvm	sentinel	appkit-window-move-teardown	org.graphiks.kadre.internal.appkit.AppKitWindowRuntimeDriverTest	teardownRevokesLatePointerDownBeforeItCanReachTheHandlerOrNativeMove[jvm]
